"septiembre 20º 2017, 11:39:46 am",BASQUETMEXICO,"Google lanzó una herramienta para localizar personas en México.
La empresa activó el ""people finder"" y a partir... https://t.co/k3bPQuuW3f"
"septiembre 20º 2017, 11:39:49 am",cancunapaj,Imagino que adrede hace ABC esto para ser puteado? jaja. No le encuentro otra explicación. https://t.co/dHNxfc1G2N
"septiembre 20º 2017, 11:39:51 am",silvi_gauna,"Noooo manga de hijos de puta no es un lindo día. Disculpalos planeta tierra, no saben lo que dicen."
"septiembre 20º 2017, 11:39:56 am",SerUnLimon,difundan por favor  #AyudaCDMX #sismocdmx #fb https://t.co/rs2pmqObVq
"septiembre 20º 2017, 11:39:58 am",jjnavaguevara,"Tengo sabanas, toallas y bolsas de plástico, si saben dónde pueden servir avisen"
"septiembre 20º 2017, 11:40:02 am",PiK_13,Saben a donde puedo llevar un tanque de oxígeno?
"septiembre 20º 2017, 11:40:08 am",Allisooon22,"¿Oigan, saben algo de @Samantha_SLM y @monse_PDC_Z?🚨🚨🚨"
"septiembre 20º 2017, 11:40:11 am",trendyrroni06,Gracias a todos los que difundieron este tuit. Ya pude contactar a mi familiar y está bien 🙏 https://t.co/692c0tEuuZ
"septiembre 20º 2017, 11:40:12 am",DaRksiderr,think the same! 🙏 https://t.co/zrCTtr0aqf
"septiembre 20º 2017, 11:40:13 am",lncabasquetmx,"Google lanzó una herramienta para localizar personas en México.
La empresa activó el ""people finder"" y a partir... https://t.co/ANMkSTPPHW"
"septiembre 20º 2017, 11:40:13 am",miguelitov581,Los caviares jamás entenderán a nadie lo único que saben es difamar petardear y  desestabilizar al gobierno sinverg… https://t.co/uFwPMNCS73
"septiembre 20º 2017, 11:40:18 am",HuevoSanJuanFit,"Si necesitas localizar a alguien en #Morelos, #Puebla o #CDMX envíanos el nombre vía DM o hagan una mención para dar RT. #HoyPorMorelos"
"septiembre 20º 2017, 11:40:19 am",polamalu1966,RT RT RT DRA ELENA OROZCO AYUDA https://t.co/JMz2VN3BrO
"septiembre 20º 2017, 11:40:24 am",Kings_30,"Me ayudan a difundir

El hosp 20 de noviembre tiene 120 camas para adultos y 20 para niños, 80 médicos no saben que ahí se está dando ayuda."
"septiembre 20º 2017, 11:40:27 am",Mar11rosa,"Felices los que saben
reírse de sí mismos,
porque nunca terminarán
de divertirse.
Santo Tomas Moro."
"septiembre 20º 2017, 11:40:30 am",fabygayala,"Urge una grúa de 100 tons a Escocia y Gabriel Mancera, si saben de alguien que cuente con ella, que la envié por favor!"
"septiembre 20º 2017, 11:40:32 am",fjdiaz1906,"Si realmente la directiva del @RCDeportivo contempla la opción de F. Hierro, será una nueva muestra de que saben muy poco de deportivismo."
"septiembre 20º 2017, 11:40:40 am",lubluck,Oye en h&amp;m venden zapatos de taco alto? Saben del valor?! Help!
"septiembre 20º 2017, 11:40:40 am",JLFdz001,"Típico. No reaccionan a tiempo, no saben que deben de hacer y cuando les cae el viente estorban... Esas son las aut… https://t.co/P8E4ZEGGsd"
"septiembre 20º 2017, 11:40:42 am",RubnCas12,Hoy por Belgrano con ganas de tantos saben.. cojer descargas y más.
"septiembre 20º 2017, 11:40:43 am",lobarbes,Y con Crucero pagado. En que parte de los PGE estan los Barcos. Malversación de Fondos? Donde va parte el dinero de… https://t.co/50nGgTIdJM
"septiembre 20º 2017, 11:40:43 am",xavier_eskivel,"El hospital 20 de noviembre tiene 120 camas para adultos y 20 para niños, la gente no está llegando y no saben que ahí se está dando ayuda."
"septiembre 20º 2017, 11:40:45 am",fernandoelisa3,Dicen q los quieren para reemplazar a mano de obra cara...y no saben poner un clavo...estan MUY MAL !!! https://t.co/lLTwedawum
"septiembre 20º 2017, 11:40:47 am",alesanchezc,#AyudaCDMX https://t.co/TI7DaI6kij
"septiembre 20º 2017, 11:40:50 am",MontseSlash,Si alguien conoce a MARISOL GONZÁLEZ CERVANTES de 34 años. Acabamos de operarla en HOSPITAL XOCO. Necesitamos localizar a sus familiares.
"septiembre 20º 2017, 11:40:52 am",pablosjuarez,"¿Saben que? Me rindo, no aguanto más.
Esto no debería de decirlo tan a la ligera, pero perderé a propósito el ""septiembre sin fap"" :'v"
"septiembre 20º 2017, 11:40:55 am",GeorginaHolguin,Jessica Blancas Zaragoza avisen si saben algo de ella https://t.co/jYHVideLFb
"septiembre 20º 2017, 11:40:56 am",marizubonilla,"Saben si se pueden donar analgésicos y antiflamatorios que son muestras médicas? Me Preguntan de unaclínica, gracias #AyudaCDMX"
"septiembre 20º 2017, 11:40:57 am",Joseserranocal1,Buena iniciativa https://t.co/0pQCouVEUR
"septiembre 20º 2017, 11:40:58 am",bruno_valdes,"Si saben de lugares donde se necesiten GRUAS PARA REMOCIÓN DE ESCOMBRO GRATIS!gruas para remover escombros, con 552157404 - Jessica Morales"
"septiembre 20º 2017, 11:40:58 am",mernimar,"Hemos retrocedida no 40 años, muchísimos más!!! https://t.co/P72OT8Ocku"
"septiembre 20º 2017, 11:40:58 am",Araceli47074924,Ayuda por favor la gente de tlalpan busco a mis hermanos PEDRO y Antonio rosales ellos viven en los alrededores del… https://t.co/CyURT7c107
"septiembre 20º 2017, 11:41:00 am",LaHijaDeJefte,"¿Saben qué se necesita en lugares de Xochimilco que resultaron afectados? Aparte de san Gregorio Atlapulco, qué otros lugares se dañaron?"
"septiembre 20º 2017, 11:41:01 am",tqmvega978,"Muchos creen que el tal.nto es cuestion de suerte, pero pocos saben que la suebte es cuestion de talento."
"septiembre 20º 2017, 11:41:04 am",MayabNews,Gael García pidió ayuda para localizar a su padre tras sismo https://t.co/4J7cFiTkrP #CulturayEspectáculo
"septiembre 20º 2017, 11:41:04 am",JannaMaciel,"Señores si ustedes NO SABEN de un tema, POR FAVOOOOR no opinen. De verdad, no confundan al otro que tampoco sabe."
"septiembre 20º 2017, 11:41:06 am",checobazan161,MARISOL GONZÁLEZ CERVANTES HOSPITAL XOCO. Necesitamos localizar a sus familiares. PoR favor compartir . Muchas gracias!!!Isla #sismo
"septiembre 20º 2017, 11:41:11 am",chicaescape,Grupos de apoyo si saben donde se necesita #MexicoEsMasFuerte #MexicoDePie https://t.co/TuMSbiD0WO
"septiembre 20º 2017, 11:41:12 am",LuuAlzamora,Que les pasa a los vagos que se te tiran cuando saben perfectamente que estás de novia. Bobos.
"septiembre 20º 2017, 11:41:14 am",alejaachury,"Amo más a los perros que a las personas,porque ellos saben más de humanidad que nosotros mismos. Ellos son ""la bella"" y nosotros ""la bestia"""
"septiembre 20º 2017, 11:41:16 am",pastormxndxs,"Vivo tan cerca del colegio rebsamen, de verdad me duele ver todo esto así. No saben cuánto."
"septiembre 20º 2017, 11:41:17 am",_solracco_,Marisol Gonzalez Cervantes #sismocdmx #sismo https://t.co/OFhF7JzpiZ
"septiembre 20º 2017, 11:41:19 am",ricardoleguizam,Hospital 20 de nov. tiene equipo de atención para urgencias pero la gente no está llegando. No saben que ahí se está dando ayuda. RT
"septiembre 20º 2017, 11:41:21 am",alvarezlucy92,hospital 20 de noviembre tiene 40 camas libres y equipo de atención a urgencias pero la gente no está llegando no saben de esa ayuda. RT
"septiembre 20º 2017, 11:41:22 am",EGBesPais,"Parte de la mediocridad es volverse y creerse ""todólogo""; CREEN Q SABEN TODO DE TODO y por lo tanto no son buenos en nada! #Mediocres"
"septiembre 20º 2017, 11:41:22 am",magazine_It,Google nos brinda una herramienta para poder localizar a personas extraviadas ayer en el #sismo https://t.co/wEpxD6zFqu
"septiembre 20º 2017, 11:41:29 am",Sara_Silva0707,"El hospital 20 de nov tiene 120 camas para adultos y 20 para niños, 80 médicos y equipo de atenciónpero la gente no está llegando y no saben"
"septiembre 20º 2017, 11:41:29 am",desacaotica,como los bollodramas no hay na no saben lo que se pierden https://t.co/jy31m1mg9Y
"septiembre 20º 2017, 11:41:29 am",LauuRoma,el año pasado tenía 5 calculadoras y no encuentro ni 1 asique na no podré hacer mates
"septiembre 20º 2017, 11:41:31 am",GeraldineCx,#AyudaCDMX #sismo https://t.co/LqbnZeLLjM
"septiembre 20º 2017, 11:41:34 am",Ro_AvilaR,Alguien la conoce?? https://t.co/ztl19iGt3t
"septiembre 20º 2017, 11:41:36 am",JosepLlGarcia,Éste es peor porque se da en nombre de la democracia. La traición al pueblo. https://t.co/Wmevsy38G4
"septiembre 20º 2017, 11:41:40 am",LoboRobot,TODOS los que saben están diciendo que las grietas diagonales son las MAS PELIGROSAS. No mal informen https://t.co/9rFJ8gjRkf
"septiembre 20º 2017, 11:41:40 am",isralvarezm,El hospital 20 d noviembre tiene 40 camas libres y equipo de atención a urgencias pero la gente no saben que ahí se está la ayuda. RT
"septiembre 20º 2017, 11:41:42 am",dangerousxle,"no saben como amo escuchar y ver reir a Ariana, verla tan feliz me llena el alma de amor"
"septiembre 20º 2017, 11:41:49 am",chikoabsolut,"Me encuentro a gente que dice que no les permiten la ayuda para remover escombros
Solo ayuda de víveres y medicamento
#UnidosporMéxico"
"septiembre 20º 2017, 11:41:49 am",DonKshu,#MarisolGonzalezCervantes está en hospital #xoco recien operada 11:41 am https://t.co/wwNj8PNrQb
"septiembre 20º 2017, 11:41:52 am",adrianramiguez,Este es el link para localizar personas https://t.co/3YFtBcAlhW @_KarinaAngulo
"septiembre 20º 2017, 11:41:57 am",MarioDeNiro,a vver https://t.co/aVjWeR2grv
"septiembre 20º 2017, 11:41:59 am",JesseCassettes,"Ya lo encontraron, si saben de alguien de los desaparecidos que ya haya sido encontrado borren los tuits para evita… https://t.co/QTtN5P9UQS"
"septiembre 20º 2017, 11:41:59 am",96Helenna,Ahhhh bueno yocon rugge tengo bastante😂😂 https://t.co/1naDx8GlNP
"septiembre 20º 2017, 11:42:00 am",joseluissuarez,A MARISOL GONZÁLEZ CERVANTES de 34 años. Acabamos de operarla HOSPITAL XOCO. Necesitamos localizar a sus familiares estado grave
"septiembre 20º 2017, 11:41:59 am",Kaarenrrb,"Se pide ayuda para localizar a los familiares de Francisca Lucena Cuevas, fue encontrada en la calle, no recuerda d… https://t.co/CyUyYxFSXX"
"septiembre 20º 2017, 11:42:04 am",AllexQc,La conocen?? 👇🏻 https://t.co/gcEBSNKpIp
"septiembre 20º 2017, 11:42:08 am",marulp2000,No encuentro la camioneta en el estacionamiento del supermercado S20E147
"septiembre 20º 2017, 11:42:11 am",Portal_Politico,Saben que pueden contar con el apoyo de Chile siempre: Bachelet https://t.co/Xara9NYzVZ
"septiembre 20º 2017, 11:42:16 am",jdelacueva,No doy crédito. Ahora el ejercicio del derecho fundamental de manifestación es sancionable si no se comunica previa… https://t.co/lph2eUMW5v
"septiembre 20º 2017, 11:42:16 am",iAlejandrojmf,Esa es la diferencia entre lo que es pueblo y lo que es ciudadanía https://t.co/1Z0g8cRXfJ
"septiembre 20º 2017, 11:42:19 am",IbarrabJose,"Si público q busco recepcionista mujer 18-25 años buena presencia, entonces por qué me habla usted señora de 40 con piercings en el bigotes"
"septiembre 20º 2017, 11:42:22 am",Ppoliticotv,Saben que pueden contar con el apoyo de Chile siempre: Bachelet https://t.co/15xVqJqtZT https://t.co/pj4euK1FDO
"septiembre 20º 2017, 11:42:29 am",UnTalAndrew,#sismo #rt #AyudaCDMX #MexicoCity #MexicoUnido  ayuden a localizar a sus familiares https://t.co/2uFH0T9Uey
"septiembre 20º 2017, 11:42:33 am",imcool7h,wat? 😇 🤗 https://t.co/65GFhTyub9
"septiembre 20º 2017, 11:42:33 am",RoodrigoSoto,⚠️⚠️Francisca Lucena Cuevas busca a sus familiares fue encontrada #AyudaCDMX #mexicoestadepie #To2Unidos… https://t.co/GzTdjp3aB8
"septiembre 20º 2017, 11:42:33 am",LuciaLuisi,"*BUSCAR.
(...)no es un verbo sino un vértigo. No significa ir al encuentro de alguien sino yacer porque alguien no viene.- #SosTanGoma 💞"
"septiembre 20º 2017, 11:42:34 am",ferran_monguet,Otro que nos quiere contar batallitas contra Franco https://t.co/f7lGalsgdn
"septiembre 20º 2017, 11:42:34 am",CrisstaGonzalez,"Aparte fue de la nada el bardo.. estando ahi disfrutando, se empezaron a leer cosas en contra... Kiee https://t.co/JohWe9mNAi"
"septiembre 20º 2017, 11:42:37 am",Yazy_mir,El hospital 20 de noviembre tiene 40 camas libres y equipo d atención pero la gente no está llegando y no saben q ahí se está dando ayuda.
"septiembre 20º 2017, 11:42:38 am",PituStorni,Importante! Hay lugar en este hospital!!! ATENCIONNNN https://t.co/9RevU5pf7R
"septiembre 20º 2017, 11:42:40 am",sheygafri,RT para localizar a Familiares. @marthadebayle https://t.co/wcg1R39J0t
"septiembre 20º 2017, 11:42:40 am",Inesfagundez502,"Estoy tratando de enfocarme de nuevo en la facu y me preguntan si quiero ir a mente, por que son asi si saben que soy débil jajajaja 💔"
"septiembre 20º 2017, 11:42:43 am",Santi_GB5,"Difundan!
El hospital 20 de nviembre tiene 40 camas libres y equipo de urgencias, la gente no esta llegando porque no saben!
#Sismo"
"septiembre 20º 2017, 11:42:44 am",FerEspinosaMo,35 colombianos sin localizar #AyudaCDMX https://t.co/PpMY5d8Axf
"septiembre 20º 2017, 11:42:49 am",lucianogutie,"Todoss saben que si se cansan de mi, vayanse, nadie los obliga🤗👌"
"septiembre 20º 2017, 11:42:50 am",Tinametrix,#Sismo #PersonaEncontrada Algún familiar que la reconozca https://t.co/OHs1EMKYSi
"septiembre 20º 2017, 11:42:51 am",duvvelsheyss,busco persona a la q pueda atomizar con fotos d gatos mi madre me bloqueó
"septiembre 20º 2017, 11:42:57 am",ivanavalencia3,"Si la han visto y saben de sus familiares hagan loa posible para que se encuentren, la señora no recuerda donde vive https://t.co/5aIlJC1ILg"
"septiembre 20º 2017, 11:43:00 am",iSoyMich_,Esta cuenta queda al servicio de todos ustedes. Si necesitan RT o localizar a alguien díganmelo. DM abierto. #Sismo #PrayForMexico
"septiembre 20º 2017, 11:43:01 am",bruno_valdes,Si saben de lugares donde se necesiten GRUAS PARA REMOCIÓN DE ESCOMBRO GRATIS! Si necesitan gruas industriales 5552157404 - Jessica Morales
"septiembre 20º 2017, 11:43:02 am",Lucero_yoi,01 800 832 33 689 -&gt; Número telefónico de @TecdeMonterrey  para localizar a tus familiares y amigos #Sebusca #SebuscaTec #Sismo
"septiembre 20º 2017, 11:43:03 am",Mangela_Tina,"Le acaban de pasar esto a mi mamá, no se que tan cierto sea pero si saben algo vayan a ayudar plz https://t.co/pVMQd9dxl0"
"septiembre 20º 2017, 11:43:08 am",andrade_karloz,Si conocen a MARISOL GONZÁLEZ CERVANTES de 34 años. Acaban de operarla cesárea en HOSPITAL XOCO. Necesitan localizar a sus familiares. RT
"septiembre 20º 2017, 11:43:12 am",CammmiBelloo,No saben como empecé a gritar cuando vi la foto de una araña en la historia de mi suegra dios 😔
"septiembre 20º 2017, 11:43:15 am",sinelvicio,"Y si tramitan un ""Donativo"" con Odebrecht? uds ya saben muy bien como hacerlo. https://t.co/XR3dmJ7z6T"
"septiembre 20º 2017, 11:43:16 am",SOlivero09,A sí es señoreesss GANAMOS 1° ❤️❤️❤️ ( colegio de mierda ni contar los puntos saben)
"septiembre 20º 2017, 11:43:17 am",twicses,saben que es lo que mas me impacta de todo esto
"septiembre 20º 2017, 11:43:18 am",daniel_wolfer,#AyudaCDMX el hospital 20 de noviembre esta recibiendo gente!!! por favor difundan!! ya que muy pocas personas saben esta informacion
"septiembre 20º 2017, 11:43:25 am",DaveMora_,Ya busque y busque y no encuentro un jogger militar 😭
"septiembre 20º 2017, 11:43:25 am",FabiolaFol,#sismo https://t.co/KewNCopec5
"septiembre 20º 2017, 11:43:26 am",bldbn,Amigos! Si necesitan o saben de alguien que necesite albergue. Cuentan con mi casa. Tengo todos los servicios y con gusto los recibo...
"septiembre 20º 2017, 11:43:29 am",DonAngelAguirre,#AyudaCiudadana #Ayuda #SeBusca #sismo #CDMX https://t.co/M4WjHmdIii
"septiembre 20º 2017, 11:43:31 am",Elme_sero,"Gente de San Luis Potosí, ¿saben algo? https://t.co/kZUHQR3C2l"
"septiembre 20º 2017, 11:43:33 am",javigran76,"Si eres de los que están casi todo el día en Facebook, aprovecha a ganar dinero de la manera más fácil. Busco emprendedores."
"septiembre 20º 2017, 11:43:36 am",PatAusra,Si saben de lugares donde se necesiten GRUAS PARA REMOCIÓN DE ESCOMBRO GRATIS! Si necesitan gruas industriales... https://t.co/DYUo7go3R5
"septiembre 20º 2017, 11:43:38 am",MauricioJaramil,"'Los hackers visten de traje', en #COL40. Recomendado, pues estarán de los que más saben: @d4v1dp3r31r4,… https://t.co/0SQxcdbRYl"
"septiembre 20º 2017, 11:43:39 am",meiga369,Y la cup sigue estirando la cuerda......no saben parar....dejar de liarla
"septiembre 20º 2017, 11:43:47 am",mine_lo,Saben si se necesita donación de sangre?
"septiembre 20º 2017, 11:43:48 am",vicntrio,Tanto miedo tienen a la voz d los ciudadanos? Esto no es libertad de expresión!   https://t.co/wAeWVEXAmy
"septiembre 20º 2017, 11:44:11 am",Me_llamo_Jordan,#tristeturno @korno @Radiohen RT https://t.co/KRAUb62R3g
"septiembre 20º 2017, 11:44:12 am",WilmerD06,Mmgvo ayer estaba fastidiando al perro de cargelys porque le estaba velando la comida a andrea y la busco de morder a ella en vez de a mi😂😂😂
"septiembre 20º 2017, 11:44:30 am",JNHofzinser,"No encuentro mis apuntes. Mira que le dije a mi mujer que los guardase con celo, con empeño, con ardor..."
"septiembre 20º 2017, 11:44:39 am",dulcetictac,Gary es de esos hombres ricos que no saben que hacer con su plata. De la nada quiere ser nuevo dueño de Vidia. Wtf
"septiembre 20º 2017, 11:44:47 am",_ju1_,"Falso, es a los promotores, no a los asistentes. 
¿Pretendéis infundir miedo en la gente? 
""Periodismo a pesar de t… https://t.co/xA2JjrLqHv"
"septiembre 20º 2017, 11:44:47 am",HectorAbud,RT!!! Es de hace 1min @soyMargarlto https://t.co/gcyySF22lW
"septiembre 20º 2017, 11:44:52 am",monidegonzalez,Si alguien conoce a MARISOL GONZÁLEZ CERVANTES de 34 años. HOSPITAL XOCO. Necesitamos localizar a sus familiares.Gracias. David Isla Ortiz
"septiembre 20º 2017, 11:44:53 am",elredentor10,"Mandan a tomar una escuela pero no saben usar tw.
😂😂😂😂👇👇👇✌✌✌ https://t.co/5EsAqoWogy"
"septiembre 20º 2017, 11:44:54 am",SoffiaPalumbo,Claaaaaro ahora mis amigas me dicen que no van a salir despues de manijearme durante una semana. Saben a donde se pueden ir no?
"septiembre 20º 2017, 11:44:56 am",angelaeatpizza,"No saben cuantas ganas tengo de ir y ayudar, ocupan de muchas manos mexicanas 🇲🇽"
"septiembre 20º 2017, 11:44:56 am",NahuYakoncic,Que alguien les avise que Europa y el Caribe no son países. Debe ser culpa de peronismo también que no saben difere… https://t.co/s3LcDhy54L
"septiembre 20º 2017, 11:44:58 am",EGBesPais,"Por eso aparecen los""entrevistadores""mediocres q hablan de política,geopolítica,economía,fútbol,atletismo,etc; Y ni… https://t.co/BdgxJSpwmq"
"septiembre 20º 2017, 11:44:59 am",GabyMeza8,"AYUDA 🚨🆘 para localizar al  señor Emilio Oropeza Alvarez que iba hacia el hospital de cardiología, es de unos 60 años aproxm - RT porfavor"
"septiembre 20º 2017, 11:45:00 am",joestevezj,Tengo dos trocas a disposición si saben de donde se utilicen para transportar víveres.
"septiembre 20º 2017, 11:45:03 am",elmariorocha,MARISOL GONZÁLEZ CERVANTES de 34 años. Acaban de operarla de urgencia en HOSPITAL XOCO. Necesitamos localizar familiares.  Compartan x favor
"septiembre 20º 2017, 11:45:05 am",Phydiax,"Es de locos, ya no es que no se pueda hablar, ¡es que no se puede oir! https://t.co/WXCPqbiVFa"
"septiembre 20º 2017, 11:45:12 am",_Josh19,RT por favor!!! https://t.co/56QT6byZKK
"septiembre 20º 2017, 11:45:13 am",ilseRojero,#Ayuda #sismo #SeBusca https://t.co/jmFaHQFFC1
"septiembre 20º 2017, 11:45:14 am",Lu_Odime,Mi prof de lengua y literatura le dijo a madre q yo era una excelente alumna y una muy buena lectora ejem y saben que hizo mama?
"septiembre 20º 2017, 11:45:14 am",MelanyBzz,"dos besitos manga de giles , quieren bajarnos y no saben como hacer"
"septiembre 20º 2017, 11:45:16 am",joelgenarocv,Si saben de alguien que lo necesita compartan este vínculo y si pueden ayudar con información se los voy a... https://t.co/LX25mY0JuO
"septiembre 20º 2017, 11:45:19 am",rafamagos,Si alguien conoce a MARISOL GONZÁLEZ CERVANTES de 34 años. Acaban de operarla en HOSPITAL XOCO. Necesitamos localizar a sus familiares. URGE
"septiembre 20º 2017, 11:45:19 am",Lu_dacostx,"saben lo que es que @KPancera te de las buenas noches con un te quiero mucho amiga, es the bestttt"
"septiembre 20º 2017, 11:45:19 am",AriannaAslr,Y que saben ustedes de la felicidad... https://t.co/9sqAht6It1
"septiembre 20º 2017, 11:45:20 am",PoliticaUR,"#Recomendado Este jueves 21 a las 7 pm no te pierdas ‘Mi generación, un encuentro con nuestras razones de ser’… https://t.co/nSyVVCUbOE"
"septiembre 20º 2017, 11:45:26 am",GirrrrrrlBb,#FuerzaMexico #MexicoUnido #AyudaCDMX #PrayForMexico #Mexicanosfuertes #AyudaCiudadana #MexicoFuerte https://t.co/9byC7tJmNb
"septiembre 20º 2017, 11:45:30 am",PolloVenenoso,No encuentro palabras para describir lo que siento al ver esta imagen.... Se me hace un nudo en la garganta https://t.co/cHu3YdSJQP
"septiembre 20º 2017, 11:45:31 am",Sofia_4042,Pobres no saben el karma que se cargan  https://t.co/13s4WuW0Bv
"septiembre 20º 2017, 11:45:33 am",DPH,Titular: Del de Gob de Madrid advierte de que habrá multas de 600€ para los organizadores de la concentración en So… https://t.co/D0J932Uxzh
"septiembre 20º 2017, 11:45:34 am",64Landriel,"#propuestaindecentesdp No saben el valor del dinero ,por lo menos 1millon de dólares. El peso esta devaluado"
"septiembre 20º 2017, 11:45:36 am",RILforever,Buenas @NetflixES ! Hoy entro en Netflix y no encuentro la serie de @AgentCarterES Es que ya no está en emisión y no me he enterado?
"septiembre 20º 2017, 11:45:37 am",mlollipop99,"El hospital 20 de noviembre está brindando apoyo,pero la gente no está llegando y no saben que ahí se está dando ayuda. #AyudaCDMX"
"septiembre 20º 2017, 11:45:39 am",rbass93,La que debía ser la primera #chemise en bordar terminó siendo la última!! Ya saben que dicen de… https://t.co/Pqnn5cTx1B
"septiembre 20º 2017, 11:45:41 am",chrisantics,"Juan Pablo Irigoyen Ramírez. Quedó atrapado en el edificio de Gabriel Mancera y Escocia, depto 4. Si saben algo avi… https://t.co/F1FmbBaTRS"
"septiembre 20º 2017, 11:45:53 am",MenyGirl,Si alguien conoce a MARISOL GLEZ CERVANTES 34 años. Acaban de operarla en HOSPITAL XOCO. Urge localizar a familiares. Atte.David Isla Ortiz
"septiembre 20º 2017, 11:45:55 am",jeanmanueltw,Que me digan a mi tambien para mi abue!! https://t.co/VhJOHtx3dN
"septiembre 20º 2017, 11:45:56 am",Joel_Candido03,#sismo #AyudaCDMX https://t.co/x33KyzWmIZ
"septiembre 20º 2017, 11:45:58 am",paola_oliram,#AyudaCDMX se necesita localizar a los familiares de estos niños RT por favor https://t.co/gfXyxahztX
"septiembre 20º 2017, 11:46:01 am",egxlmu,no le encuentro lógica a la gente que va de compras y quiere sentirse y verse bien con lo que elige sabiendo que trae 40 kg de más
"septiembre 20º 2017, 11:46:00 am",NOTICIEROS7,"#Internacional Reportan 35 colombianos sin localizar por terremoto en México
https://t.co/6kd20WmeJz https://t.co/R2yqagKE0k"
"septiembre 20º 2017, 11:46:08 am",NOTICIEROS7,#Internacional Reportan 35 colombianos sin localizar por terremoto en México https://t.co/KfqJYQJm2Y
"septiembre 20º 2017, 11:46:11 am",nabileahumada,Ayuden a que los familiares de estos niños los puedan localizar!!! https://t.co/HnaYbiGjHh
"septiembre 20º 2017, 11:46:13 am",Pablo210351,"Busco trabajo en CABA, si saben de algo me escriben por privado.
Gracias"
"septiembre 20º 2017, 11:46:14 am",BlangeLBS,Esta cuenta queda al servicio de todos ustedes. Si necesitan RT o localizar a alguien díganmelo. DM abierto. #Sismo #PrayForMexico
"septiembre 20º 2017, 11:46:18 am",ErikVandeGroot,Google activa Finder en México para localizar afectados por el terremoto https://t.co/UkpBlCrYfG 📣
